csúcsid;alcsúcsid;MEGNEVEZES;alcsúcsid_megnevezes;MERTEKEGYSEG;kapcsolat
m86;0;Diabétesz kockázathoz korcsoport besorolás (-45-55-65-);55-64;NULL;m97,m98,m201,
m86;3;Diabétesz kockázathoz korcsoport besorolás (-45-55-65-);65 felett;NULL;m97,m98,m201,
m86;4;Diabétesz kockázathoz BMI besorolás;nem számolható;NULL;m97,m98,m201,
m87;0;Diabétesz kockázathoz BMI besorolás;25 alatt;NULL;m87,m88,m97,m98,m201,
m87;1;Diabétesz kockázathoz BMI besorolás;25-30;NULL;m87,m88,m97,m98,m201,
m87;2;Diabétesz kockázathoz BMI besorolás;30 felett;NULL;m87,m88,m97,m98,m201,
m88;-1;Diabétesz kockázathoz haskörfogat besorols;nem besorolható;NULL;m97,m98,m201,
m88;0;Diabétesz kockázathoz haskörfogat besorols;"ffi:<94 cm; nõ<80cm";NULL;m97,m98,m201,
m88;2;Diabétesz kockázathoz haskörfogat besorols;"ffi 94-102; nõ:80-88";NULL;m97,m98,m201,
m89;-1;Diabétesz kockázathoz haskörfogat besorols;"ffi:102-; nõ 88-";NULL;m89,m90,m97,m98,m201,
m89;0;Rendszeresen van-e napi 30 perc fizikai aktivitás?;nem;NULL;m89,m90,m97,m98,m201,
m89;1;Rendszeresen van-e napi 30 perc fizikai aktivitás?;igen;NULL;m89,m90,m97,m98,m201,
m90;1;Rendszeresen van-e napi 30 perc fizikai aktivitás?;nem ismert;NULL;m97,m98,m201,
m90;2;Fizikai aktivitás kockázati pontja;nem számolható;NULL;m97,m98,m201,
m91;0;Fizikai aktivitás kockázati pontja;0 pont;NULL;m91,m92,m97,m98,m201,
m91;1;Fizikai aktivitás kockázati pontja;2 pont;NULL;m91,m92,m97,m98,m201,
m91;2;Minden nap eszik zöldséget vagy gyümölcsöt?;nem ismert;NULL;m91,m92,m97,m98,m201,
m92;-1;Minden nap eszik zöldséget vagy gyümölcsöt?;nem;NULL;m97,m98,m201,
m92;1;Minden nap eszik zöldséget vagy gyümölcsöt?;igen;NULL;m97,m98,m201,
m92;2;Zöldség/gyümölcs fogyasztás kockázati pontja;0 pont;NULL;m97,m98,m201,
m93;0;Zöldség/gyümölcs fogyasztás kockázati pontja;1 pont;NULL;m93,m94,m97,m98,m201,
m93;1;Szedett valaha gyógyszert magas vérnyomás csökkentésre?;nem;NULL;m93,m94,m97,m98,m201,
m93;2;Szedett valaha gyógyszert magas vérnyomás csökkentésre?;igen;NULL;m93,m94,m97,m98,m201,
m94;-1;Szedett valaha gyógyszert magas vérnyomás csökkentésre?;nem ismert;NULL;m97,m98,m201,
m94;0;Magasvérnyomás csökkentésre szedett gyógyszer kockázati pontja;nem számolható;NULL;m97,m98,m201,
m94;5;Magasvérnyomás csökkentésre szedett gyógyszer kockázati pontja;0 pont;NULL;m97,m98,m201,
m95;-1;Magasvérnyomás csökkentésre szedett gyógyszer kockázati pontja;2 pont;NULL;m96,m97,m98,m201,
m95;0;Mértek-e Önnek valaha normálisnál emelkedettebb vércukor szintet?;nem;NULL;m96,m97,m98,m201,
m95;1;Mértek-e Önnek valaha normálisnál emelkedettebb vércukor szintet?;igen;NULL;m96,m97,m98,m201,
m95;2;Mértek-e Önnek valaha normálisnál emelkedettebb vércukor szintet?;nem ismert;NULL;m96,m97,m98,m201,
m96;-1;Emelkedett vércukorszint miatti kockázati pontszám;nem számolható;NULL;m97,m98,m201,
m96;0;Emelkedett vércukorszint miatti kockázati pontszám;0 pont;NULL;m97,m98,m201,
m96;3;Emelkedett vércukorszint miatti kockázati pontszám;5 pont;NULL;m97,m98,m201,
m96;5;Közeli rokonságban diagnosztizáltak-e 1-es vagy 2-es típusú diabétesz betegséget?;Nem ismert;NULL;m97,m98,m201,
m97;-1;Közeli rokonságban diagnosztizáltak-e 1-es vagy 2-es típusú diabétesz betegséget?;Nem;NULL;m98,m201,
m97;1;Közeli rokonságban diagnosztizáltak-e 1-es vagy 2-es típusú diabétesz betegséget?;Nagyszülõk, nagybácsi/nagynéni;NULL;m98,m201,
m98;0;Közeli rokonságban diagnosztizáltak-e 1-es vagy 2-es típusú diabétesz betegséget?;Szülõk, testvér;NULL;
m98;1;Cukorbetegség családi érintettség kockázati pontszáma;nem számolható;NULL;
m98;2;Cukorbetegség családi érintettség kockázati pontszáma;0 pont;NULL;
m98;3;Cukorbetegség családi érintettség kockázati pontszáma;3 pont;NULL;
m98;4;Cukorbetegség családi érintettség kockázati pontszáma;5 pont;NULL;
m98;5;Cukorbetegség kockázat összpontszáma (FindRisc);nem számolható;NULL;
m99;-1;Cukorbetegség kockázat összpontszáma (FindRisc);FR összpontszám;NULL;m99,m1015,
m99;0;Cukorbetegség kockázati százaléka (FindRisk);nem számolható;NULL;m99,m1015,
m99;1;Cukorbetegség kockázati százaléka (FindRisk);1%;NULL;m99,m1015,
m100;0;Cukorbetegség kockázati százaléka (FindRisk);4%;NULL;
m101;-1;Cukorbetegség kockázati százaléka (FindRisk);17%;NULL;
m101;0;Cukorbetegség kockázati százaléka (FindRisk);20%;NULL;
m102;0;Cukorbetegség kockázati százaléka (FindRisk);50%;NULL;m101,m271,m786,m787,m788,m789,m790,m791,m1061,
m103;0;Nagy kardiovaszkuláris kockázati csoportba tartozik?;Nem meghatározható;NULL;m207,m209,m216,
m104;0;Nagy kardiovaszkuláris kockázati csoportba tartozik?;Nem;NULL;
m104;1;Nagy kardiovaszkuláris kockázati csoportba tartozik?;Igen;NULL;
m104;2;Regisztrációs kód sorszám:;ismeretlen;NULL;
m105;0;Lakhely megye azonosító kód;ismeretlen megye;NULL;
m105;1;Lakhely megye azonosító kód;=c_Counties(m101).name;NULL;
m105;2;Lakhely irányítószáma;ismeretlen irányítószám;NULL;
m106;0;Albumin szint (idore gyûjtött, éjszakai);ismeretlen;µg/min;
m106;1;Ha igen, szeretné, hogy segítséggel egy hónapon belül letegye a cigit?;nem;NULL;
m106;2;Ha igen, szeretné, hogy segítséggel egy hónapon belül letegye a cigit?;igen;NULL;
m107;0;Ha igen, szeretné, hogy segítséggel egy hónapon belül letegye a cigit?;nem ismert;NULL;
m107;1;Napi életritmusában van-e rendszeres mozgás, sport?;nem;NULL;
m107;2;Napi életritmusában van-e rendszeres mozgás, sport?;igen;NULL;
m109;0;Napi életritmusában van-e rendszeres mozgás, sport?;nem ismert;NULL;
m109;1;Van valamilyen krónikus megbetegedése?;nem;NULL;
m109;2;Van valamilyen krónikus megbetegedése?;igen;NULL;
m110;0;Van valamilyen krónikus megbetegedése?;nem ismert;NULL;
m110;1;Étkezés a cukorszin mérés elõtt 2 órán belül?;Nem;NULL;
m110;2;Étkezés a cukorszin mérés elõtt 2 órán belül?;Igen;NULL;
m111;0;Étkezés a cukorszin mérés elõtt 2 órán belül?;Nem ismert;NULL;
m111;1;albumin-creatinin hányados;NULL;µg/mg;
m111;2;Családjában fordult elõ szívinfarktus?;nem;NULL;
m112;0;Családjában fordult elõ szívinfarktus?;igen;NULL;
m112;1;Családjában fordult elõ szívinfarktus?;nem ismert;NULL;
m112;2;Családjában forult elõ magasvérnyomásos megbetegedés?;nem;NULL;
m113;0;Családjában forult elõ magasvérnyomásos megbetegedés?;igen;NULL;
m113;1;Családjában forult elõ magasvérnyomásos megbetegedés?;nem ismert;NULL;
m113;2;Családjában ford elõ stroke?;nem;NULL;
m114;0;Családjában ford elõ stroke?;igen;NULL;
m114;1;Családjában ford elõ stroke?;nem ismert;NULL;
m114;2;Családjában fordult elõ daganatos megbetegedés?;nem;NULL;
m114;3;Családjában fordult elõ daganatos megbetegedés?;igen;NULL;
m115;0;Családjában fordult elõ daganatos megbetegedés?;nem ismert;NULL;
m115;1;Családjában fordult elõ anyagcsere megbetegedés?;nem;NULL;
m115;2;Családjában fordult elõ anyagcsere megbetegedés?;igen;NULL;
m115;3;Családjában fordult elõ anyagcsere megbetegedés?;nem ismert;NULL;
m116;0;Milyen rendszeresen vesz részt háziorvosánál szûrõ vizsgálaton?;Évente;NULL;
m116;1;Milyen rendszeresen vesz részt háziorvosánál szûrõ vizsgálaton?;5 évente;NULL;
m116;2;Milyen rendszeresen vesz részt háziorvosánál szûrõ vizsgálaton?;Nem volt;NULL;
m116;3;Milyen rendszeresen vesz részt háziorvosánál szûrõ vizsgálaton?;nincs válasz;NULL;
m117;0;Milyen rendszeresen vesz részt szakorvosnál szûrõ vizsgálaton?;Évente;NULL;
m117;1;Milyen rendszeresen vesz részt szakorvosnál szûrõ vizsgálaton?;5 évente;NULL;
m117;2;Milyen rendszeresen vesz részt szakorvosnál szûrõ vizsgálaton?;Nem volt;NULL;
m117;3;Milyen rendszeresen vesz részt szakorvosnál szûrõ vizsgálaton?;nincs válasz;NULL;
m118;0;Milyen rendszeresen vesz részt laborban szûrõ vizsgálaton?;Évente;NULL;
m119;0;Milyen rendszeresen vesz részt laborban szûrõ vizsgálaton?;5 évente;NULL;
m119;1;Milyen rendszeresen vesz részt laborban szûrõ vizsgálaton?;Nem volt;NULL;
m119;2;Milyen rendszeresen vesz részt laborban szûrõ vizsgálaton?;nincs válasz;NULL;
m120;0;Milyen rendszeresen vesz részt átfogó szûrõ vizsgálaton?;Évente;NULL;
m120;1;Milyen rendszeresen vesz részt átfogó szûrõ vizsgálaton?;5 évente;NULL;
m120;2;Milyen rendszeresen vesz részt átfogó szûrõ vizsgálaton?;Nem volt;NULL;
m121;0;Milyen rendszeresen vesz részt átfogó szûrõ vizsgálaton?;Nincs válasz;NULL;
m121;1;Szív érrenddszeri vizsgálat (MAESZ);ism;NULL;
m121;2;Szív érrenddszeri vizsgálat kiértékelése (MÁESZP);eltérõ érték;NULL;
m122;0;Szív érrenddszeri vizsgálat kiértékelése (MÁESZP);megfelelõ érték;NULL;
m122;1;Szív érrenddszeri vizsgálat kiértékelése (MÁESZP);ismeretlen;NULL;
m122;2;Vérnyomás érték kiértékelése (MÁESzP);eltérõ érték;NULL;
m124;0;Vérnyomás érték kiértékelése (MÁESzP);megfelelõ érték;NULL;
m124;1;Vérnyomás érték kiértékelése (MÁESzP);ismeretlen;NULL;
m124;2;Vércukorszint érték kiértékelése (MÁESzP);eltérõ érték;NULL;
m125;-1;Vércukorszint érték kiértékelése (MÁESzP);megfelelõ érték;NULL;m158,
m126;0;Vércukorszint érték kiértékelése (MÁESzP);ismeretlen;NULL;
m126;1;Koleszterinszint érték kiértékelése (MÁESzP);eltérõ érték;NULL;
m126;2;Koleszterinszint érték kiértékelése (MÁESzP);megfelelõ érték;NULL;
m127;-1;Koleszterinszint érték kiértékelése (MÁESzP);ismeretlen;NULL;
m128;0;Húgysav szint érték kiértékelése (MÁESzP);eltérõ érték;NULL;
m128;1;Húgysav szint érték kiértékelése (MÁESzP);megfelelõ érték;NULL;
m128;2;Húgysav szint érték kiértékelése (MÁESzP);ismeretlen;NULL;
m129;-1;Inkontinencia kérdõív összpontszám (MÁESzP);ismeretlen;NULL;
m130;0;Inkontinencia kérdõív kiértékelése (MÁESzP);eltérõ érték;NULL;
m130;1;Inkontinencia kérdõív kiértékelése (MÁESzP);megfelelõ érték;NULL;
m130;2;Inkontinencia kérdõív kiértékelése (MÁESzP);ismeretlen;NULL;
m131;-1;SDS pajzsmirigy vizsgálat (MÁESzP);ismeretlen;NULL;
m132;0;SDS pajzsmirigy vizsgálat kiértékelése (MÁESzP);eltérõ érték;NULL;
m132;1;SDS pajzsmirigy vizsgálat kiértékelése (MÁESzP);megfelelõ érték;NULL;
m132;2;SDS pajzsmirigy vizsgálat kiértékelése (MÁESzP);ismeretlen;NULL;
m133;-1;SDS allergia vizsgálat (MÁESzP);ismeretlen;NULL;
m134;0;SDS allergia vizsgálat kiértékelése (MÁESzP);eltérõ érték;NULL;
m134;1;SDS allergia vizsgálat kiértékelése (MÁESzP);megfelelõ érték;NULL;
m134;2;SDS allergia vizsgálat kiértékelése (MÁESzP);ismeretlen;NULL;
m135;-1;SDS Arcüreg vizsgálat (MÁESzP);ismeretlen;NULL;
m136;-1;SDS arcüreg vizsgálat kiértékelése (MÁESzP);eltérõ érték;NULL;m136,m288,m291,
m137;-1;SDS arcüreg vizsgálat kiértékelése (MÁESzP);megfelelõ érték;NULL;
m138;-1;SDS arcüreg vizsgálat kiértékelése (MÁESzP);ismeretlen;NULL;
m139;0;SDS Fogászati gócpont vizsgálat (MÁESzP);ismeretlen;NULL;
m139;1;SDS Fogászati gócpont viszgálat kiértékelése (MÁESzP);eltérõ érték;NULL;
m139;2;SDS Fogászati gócpont viszgálat kiértékelése (MÁESzP);megfelelõ érték;NULL;
m140;-1;SDS Fogászati gócpont viszgálat kiértékelése (MÁESzP);ismeretlen;NULL;
m141;0;Spirometriea PEF;ismeretlen;l/sec;
m141;1;FEV1;ismeretlen;l;
m141;2;FVC;ismeretlen;l;
m142;-1;FEF25-75;ismeretlen;%;
m143;0;Spirometria kiértékelés (MÁESzP);eltérõ érték;NULL;
m143;1;Spirometria kiértékelés (MÁESzP);megfelelõ érték;NULL;
m143;2;Spirometria kiértékelés (MÁESzP);ismeretlen;NULL;
m144;-1;COPD kérdõíves teszt összpontszám (MÁESzP);ismeretlen;NULL;
m145;0;COPD kérdõíves teszt kiértékelése (MÁESzP);eltérõ érték;NULL;
m145;1;COPD kérdõíves teszt kiértékelése (MÁESzP);megfelelõ érték;NULL;
m145;2;COPD kérdõíves teszt kiértékelése (MÁESzP);ismeretlen;NULL;
m146;0;Szénmonoxid mérés eredménye;ismeretlen;ppm;
m146;1;Szénmonoxid mérés kiértékelése (MÁESzP);eltérõ érték;NULL;
m146;2;Szénmonoxid mérés kiértékelése (MÁESzP);megfelelõ érték;NULL;
m147;0;Szénmonoxid mérés kiértékelése (MÁESzP);ismeretlen;NULL;
m147;1;Pulsoximetria;ismeretlen;%;
m147;2;Pulsoximetria kiértékelése (MÁESzP);eltérõ érték;NULL;
m148;0;Pulsoximetria kiértékelése (MÁESzP);megfelelõ érték;NULL;m148,m284,m285,m219,m286,
m149;0;Pulsoximetria kiértékelése (MÁESzP);ismeretlen;NULL;
m149;1;Magasságmérés kiértékelése (MÁESzP);eltérõ érték;NULL;
m149;2;Magasságmérés kiértékelése (MÁESzP);megfelelõ érték;NULL;
m150;0;Magasságmérés kiértékelése (MÁESzP);ismeretlen;NULL;
m151;0;Haskörfogat kiértékelése (MÁESzP);eltérõ érték;NULL;
m151;1;Haskörfogat kiértékelése (MÁESzP);megfelelõ érték;NULL;
m151;2;Haskörfogat kiértékelése (MÁESzP);ismeretlen;NULL;
m152;0;csípõkörfogat;ismeretlen;cm;m152,m281,m289,m563,m566,m266,m283,m761,m264,m760,m1064,
m153;0;csípõkörfogat kiértékelése (MÁESzP);eltérõ érték;NULL;
m153;1;csípõkörfogat kiértékelése (MÁESzP);megfelelõ érték;NULL;
m153;2;csípõkörfogat kiértékelése (MÁESzP);ismeretlen;NULL;
m154;0;Elérendõ célsúly (MÁESzP);ismeretlen;Kg;m154,m280,m290,m563,m567,
m155;0;Elérendõ célsúly kiértékelése (MÁESzP);eltérõ érték;NULL;
m155;1;Elérendõ célsúly kiértékelése (MÁESzP);megfelelõ érték;NULL;
m155;2;Elérendõ célsúly kiértékelése (MÁESzP);ismeretlen;NULL;
m156;0;Testzsír tömeg mérés;ismeretlen;Kg;
m157;0;Testzsírtömeg mérés kiértékelése (MÁESzP);eltérõ érték;NULL;
m157;1;Testzsírtömeg mérés kiértékelése (MÁESzP);megfelelõ érték;NULL;
m157;2;Testzsírtömeg mérés kiértékelése (MÁESzP);ismeretlen;NULL;
m158;0;Vázizom tömegmérés;ismeretlen;Kg;
m158;1;Vázizom tömegmérés kiértékelés (MÁESzP);eltérõ érték;NULL;
m158;2;Vázizom tömegmérés kiértékelés (MÁESzP);megfelelõ érték;NULL;
m158;3;Vázizom tömegmérés kiértékelés (MÁESzP);ismeretlen;NULL;
m160;-1;Csontritkulás vizsgálat;ismeretlen;NULL;
m161;-1;Csontritkulás vizsgálat kiértékelés (MÁESzP);eltérõ érték;NULL;
m162;-1;Csontritkulás vizsgálat kiértékelés (MÁESzP);megfelelõ érték;NULL;m192,m193,
m162;0;Csontritkulás vizsgálat kiértékelés (MÁESzP);ismeretlen;NULL;m192,m193,
m162;1;Kontinencia kérdõív (MAESZ) pontszám értékelés 2010;nem értékelhetõ;NULL;m192,m193,
m162;2;Kontinencia kérdõív (MAESZ) pontszám értékelés 2010;0-3 pont;NULL;m192,m193,
m163;-1;Kontinencia kérdõív (MAESZ) pontszám értékelés 2010;4-7 pont;NULL;m192,m193,
m163;0;Kontinencia kérdõív (MAESZ) pontszám értékelés 2010;8-17 pont;NULL;m192,m193,
m163;1;Szülések száma;ismeretlen;fõ;m192,m193,
m164;-1;Császármetszéssel szült gyermekek száma;ismeretlen;fõ;m192,m193,
m164;0;Milyen gyakran vizel napközben?;nincs válasz;NULL;m192,m193,
m164;1;Milyen gyakran vizel napközben?;3-4-szer;NULL;m192,m193,
m164;2;Milyen gyakran vizel napközben?;5-8-szor;NULL;m192,m193,
m165;-1;Milyen gyakran vizel napközben?;gyakrabban;NULL;m192,m193,
m165;0;Elõfordul, hogy akaratomon kívül vizelést/vizeletszivárgást tapasztalok?;nincs válasz;NULL;m192,m193,
m165;1;Elõfordul, hogy akaratomon kívül vizelést/vizeletszivárgást tapasztalok?;nem;NULL;m192,m193,
m165;2;Elõfordul, hogy akaratomon kívül vizelést/vizeletszivárgást tapasztalok?;igen;NULL;m192,m193,
m166;-1;Milyen gyakran kell éjszaka vizelnie?;nincs válasz;NULL;m192,m193,
m166;0;Milyen gyakran kell éjszaka vizelnie?;rendszerint nem kell, néha, egyszer.;NULL;m192,m193,
m166;1;Milyen gyakran kell éjszaka vizelnie?;2-4 szer;NULL;m192,m193,
m166;2;Milyen gyakran kell éjszaka vizelnie?;Többször, mint 4.;NULL;m192,m193,
m167;-1;fehérnemûbe a vizelet elcseppentés, vagy elfolyás, elsõsorban fizikai erõlködés: emelés, cipekedés,;nincs válasz;NULL;m192,m193,
m167;0;fehérnemûbe a vizelet elcseppentés, vagy elfolyás, elsõsorban fizikai erõlködés: emelés, cipekedés,;nem;NULL;m192,m193,
m167;1;fehérnemûbe a vizelet elcseppentés, vagy elfolyás, elsõsorban fizikai erõlködés: emelés, cipekedés,;néha;NULL;m192,m193,
m167;2;fehérnemûbe a vizelet elcseppentés, vagy elfolyás, elsõsorban fizikai erõlködés: emelés, cipekedés,;gyakran;NULL;m192,m193,
m168;0;A vizelési inger jelentkezésekor azonnal el kell mennie WC-re, vagy tud vele várni?;nincs válasz;NULL;
m168;1;A vizelési inger jelentkezésekor azonnal el kell mennie WC-re, vagy tud vele várni?;0. Tud várni;NULL;
m169;-1;A vizelési inger jelentkezésekor azonnal el kell mennie WC-re, vagy tud vele várni?;1. 15-20 percet tud várni, de sietnie kell.;NULL;m192,m193,
m169;0;A vizelési inger jelentkezésekor azonnal el kell mennie WC-re, vagy tud vele várni?;2. Nem tud várni.;NULL;m192,m193,
m169;1;Elõfordul, hogy vizelete elcseppen mielõtt a WC-re érne?;nincs válasz;NULL;m192,m193,
m170;-1;Elõfordul, hogy vizelete elcseppen mielõtt a WC-re érne?;Soha;NULL;m192,m193,
m170;0;Elõfordul, hogy vizelete elcseppen mielõtt a WC-re érne?;ritkán;NULL;m192,m193,
m170;4;Elõfordul, hogy vizelete elcseppen mielõtt a WC-re érne?;gyakran, rendszereresen.;NULL;m192,m193,
m171;-1;A vizeletem elsõsorban fizikai erõltetésre folyik el.;nem;NULL;m192,m193,
m171;0;A vizeletem elsõsorban fizikai erõltetésre folyik el.;igen;NULL;m192,m193,
m171;4;Gyakran kell nappal vizeletet ürítenem (akár napi 8-nál többször) és nagyon sürgõsen kell Wc-re menni;nincs válasz;NULL;m192,m193,
m172;-1;Gyakran kell nappal vizeletet ürítenem (akár napi 8-nál többször) és nagyon sürgõsen kell Wc-re menni;nem;NULL;
m172;0;Gyakran kell nappal vizeletet ürítenem (akár napi 8-nál többször) és nagyon sürgõsen kell Wc-re menni;igen;NULL;
m172;1;Nem érzem a vizelési ingert, csak azt tapasztalom, hogy nedves az alsonemûm. Nem tudom megmondani, h;nincs válasz;NULL;
m172;2;Nem érzem a vizelési ingert, csak azt tapasztalom, hogy nedves az alsonemûm. Nem tudom megmondani, h;nem;NULL;
m172;3;Nem érzem a vizelési ingert, csak azt tapasztalom, hogy nedves az alsonemûm. Nem tudom megmondani, h;igen;NULL;
m172;4;A vizeletvesztés mellett kifelyezetten vékony sugárban, esetleg, csak cseppekben, erõsen préselve tu;nincs válasz;NULL;
m172;5;A vizeletvesztés mellett kifelyezetten vékony sugárban, esetleg, csak cseppekben, erõsen préselve tu;nem;NULL;
m172;6;A vizeletvesztés mellett kifelyezetten vékony sugárban, esetleg, csak cseppekben, erõsen préselve tu;igen;NULL;
m172;7;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;nincs válasz;NULL;
m172;8;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;0;NULL;
m172;9;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;1;NULL;
m172;10;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;2;NULL;
m173;-1;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;3;NULL;
m173;0;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;4;NULL;
m173;1;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;5;NULL;
m174;-1;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;6;NULL;
m174;0;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;7;NULL;
m174;1;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;8;NULL;
m174;2;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;9;NULL;
m174;3;Mennyire zavarja Önt a mindennapokban az akaratlan vizelés (vizeletszivárgás, vagy elcsepegés)? Kére;10;NULL;
m176;0;jelentkezett-e már ezzel a problémával orvosánál?;nincs válasz;NULL;
m176;1;jelentkezett-e már ezzel a problémával orvosánál?;nem;NULL;
m176;2;jelentkezett-e már ezzel a problémával orvosánál?;igen;NULL;
m177;-1;Amennyiben igen, akkor hol jelentkezett?;nincs válasz;NULL;
m177;0;Amennyiben igen, akkor hol jelentkezett?;Háziorvos;NULL;
m177;1;Amennyiben igen, akkor hol jelentkezett?;Nõgyógyász;NULL;
m177;2;Amennyiben igen, akkor hol jelentkezett?;Urológus;NULL;
m177;3;Amennyiben igen, akkor hol jelentkezett?;Egyéb:;NULL;
m177;4;Kinél jelentkezett ink. problémájával (Egyéb);NULL;NULL;
m177;5;talált-e valamilyen megoldást problémájára?;nem;NULL;
m179;-1;talált-e valamilyen megoldást problémájára?;igen;NULL;m194,m195,
m179;0;talált-e valamilyen megoldást problémájára?;nincs válasz;NULL;m194,m195,
m179;1;Amennyiben igen, milyen megoldást talált?;nincs válasz;NULL;m194,m195,
m179;2;Amennyiben igen, milyen megoldást talált?;Gyógyszer;NULL;m194,m195,
m179;3;Amennyiben igen, milyen megoldást talált?;Inkontinencia betét;NULL;m194,m195,
m179;4;Amennyiben igen, milyen megoldást talált?;Nõi higiéniai betét;NULL;m194,m195,
m180;-1;Amennyiben igen, milyen megoldást talált?;Torna;NULL;m194,m195,
m180;1;Amennyiben igen, milyen megoldást talált?;Mûtét;NULL;m194,m195,
m180;2;Amennyiben igen, milyen megoldást talált?;Egyéb….;NULL;m194,m195,
m180;3;Milyen egyéb megoldást talált ink. problémájára;NULL;NULL;m194,m195,
m180;4;Dolgozott, vagy jelenleg dolgozik-e szabadtéren? Ha igen, hány éven keresztül?;nincs válasz;NULL;m194,m195,
m181;-1;Dolgozott, vagy jelenleg dolgozik-e szabadtéren? Ha igen, hány éven keresztül?;Nem;NULL;m194,m195,
m181;0;Dolgozott, vagy jelenleg dolgozik-e szabadtéren? Ha igen, hány éven keresztül?;Igen, kevesebb, mint 1 évet.;NULL;m194,m195,
m181;1;Dolgozott, vagy jelenleg dolgozik-e szabadtéren? Ha igen, hány éven keresztül?;Igen, 1-5 év között;NULL;m194,m195,
m181;2;Dolgozott, vagy jelenleg dolgozik-e szabadtéren? Ha igen, hány éven keresztül?;Igen 6-10 év között;NULL;m194,m195,
m183;-1;Dolgozott, vagy jelenleg dolgozik-e szabadtéren? Ha igen, hány éven keresztül?;Igen, több, mint 10 évet;NULL;m194,m195,
m183;0;Hogyan reagál a bõre a napfényre?;nincs válasz;NULL;m194,m195,
m183;2;Hogyan reagál a bõre a napfényre?;Néha leégek, de általában azonnal lebarnulok.;NULL;m194,m195,
m183;3;Hogyan reagál a bõre a napfényre?;Általában elõször leégek, majd lebarnulok.;NULL;m194,m195,
